"species","stateProvince","decimalLatitude","decimalLongitude"
"Xanthorrhoea latifolia","Queensland",-17.956794,146.059433
"Eucalyptus cloeziana","Queensland",-17.340134,145.426111
"Acronychia chooreechillum","Queensland",-16.440137,145.209439
"Cassytha filiformis","Queensland",-26.023403,153.09272
"Mucuna gigantea","Queensland",-14.590144,144.592774
"Homoranthus virgatus","Queensland",-25.090081,152.259392
"Archirhodomyrtus beckleri","Queensland",-17.173465,145.592771
"Lindsaea agatii","Queensland",-18.423458,146.242772
"Harpullia rhyticarpa","Queensland",-16.106804,145.459439
"Antirhea myrtoides","Queensland",-17.006798,145.592771
"Ficus virens","Queensland",-15.173473,145.092769
"Bursaria incana","Queensland",-20.706796,145.209466
"Pycnospora lutescens","Queensland",-16.8568,145.609434
"Zostera capricorni","Queensland",-27.740068,153.442732
"Harpullia rhyticarpa","Queensland",-15.823472,145.309437
"Dichanthium sericeum","Queensland",-27.658333,151.858333
"Acacia leptostachya","Queensland",-20.425,145.558333
"Psychotria poliostemma","Queensland",-16.976111,145.902222
"Lepidosperma longitudinale","Queensland",-26.123403,153.076054
"Beilschmiedia bancroftii","Queensland",-16.458333,145.208333
"Orites excelsa","Queensland",-16.458333,145.208333
"Cyperus fulvus","Queensland",-27.506738,152.99274
"Cymbopogon bombycinus","Queensland",-17.973487,141.492825
"Elaeocarpus sericopetalus","Queensland",-17.340131,145.759437
"Ardisia pachyrrhachis","Queensland",-16.458333,145.208333
"Coronidium lanuginosum","Queensland",-19.090125,145.926117
"Agathis atropurpurea","Queensland",-17.040131,145.609437
"Apowollastonia spilanthoides","Queensland",-20.106779,147.259436
"Endiandra montana","Queensland",-16.458333,145.208333
"Eremophila bowmanii","Queensland",-28.006801,143.826212
"Lumnitzera racemosa","Queensland",-9.901389,142.775
"Acronychia imperforata","Queensland",-27.390069,153.126061
"Sambucus australasica","Queensland",-27.05674,152.709402
"Acacia melleodora","Queensland",-19.940134,144.276136
"Parsonsia latifolia","Queensland",-16.458333,145.208333
"Harpullia rhyticarpa","Queensland",-16.458333,145.208333
"Ceodes umbellata","Queensland",-15.173473,145.092769
"Eucalyptus granitica","Queensland",-18.556792,145.692781
"Callistemon polandii","Queensland",-15.090139,145.259436
"Cyanthillium cinereum","Queensland",-9.923511,144.042753
"Syzygium cormiflorum","Queensland",-13.673489,143.342786
"Pittosporum revolutum","Queensland",-18.273458,146.242772
"Opilia amentacea","Queensland",-12.506827,143.25945
"Eucalyptus phoenicea","Queensland",-15.173473,145.176102
"Podocarpus smithii","Queensland",-16.440137,145.259439
"Banksia spinulosa","Queensland",-23.773423,149.126096
"Sophora fraseri","Queensland",-27.25674,152.676069
"Hibiscus tozerensis","Queensland",-12.756827,143.176116
"Melaleuca acacioides","Queensland",-14.256815,144.42611
"Euphorbia tannensis","Queensland",-20.173449,146.759444
"Lobelia gibbosa","Queensland",-27.556735,153.059399
"Diospyros hebecarpa","Queensland",-15.090139,145.059436
"Syzygium smithii","Queensland",-18.156794,145.592778
"Carex inversa","Queensland",-27.323425,149.892784
"Cheilanthes distans","Queensland",-27.890068,153.326065
"Siphonodon membranaceus","Queensland",-16.02347,145.342773
"Flindersia brassii","Queensland",-12.756827,143.226116
"Dodonaea viscosa","Queensland",-20.173449,146.759444
"Haplostichanthus ramiflorus","Queensland",-16.136389,145.442222
"Acacia orthocarpa","Queensland",-19.690163,139.376196
"Aristida holathera","Queensland",-17.973484,141.54282
"Melaleuca cheelii","Queensland",-25.073414,152.259392
"Acacia pubirhachis","Queensland",-16.256804,145.376106
"Manilkara kauki","Queensland",-14.256815,144.42611
"Telmatoblechnum indicum","Queensland",-26.056736,153.059387
"Helicia lewisensis","Queensland",-16.458333,145.208333
"Alchornea aquifolia","Queensland",-20.173449,146.759444
"Lepiderema sericolignis","Queensland",-16.106804,145.459439
"Euonymus australiana","Queensland",-16.02347,145.342773
"Syzygium australe","Queensland",-18.156794,145.592778
"Acacia excelsa","Queensland",-20.473466,145.476132
"Flindersia maculosa","Queensland",-20.840134,144.342813
"Convolvulus graminetinus","Queensland",-27.656745,151.82609
"Sesuvium portulacastrum","Queensland",-27.390069,153.126061
"Tapeinochilos ananassae","Queensland",-17.623463,145.826107
"Castanospora alphandii","Queensland",-17.756797,145.559441
"Homalanthus novoguineensis","Queensland",-17.140131,145.592771
"Zygogynum queenslandianum","Queensland",-16.458333,145.208333
"Dryadodaphne trachyphloia","Queensland",-16.440137,145.259439
"Cryptocarya cunninghamii","Queensland",-18.423458,146.259438
"Petalostigma banksii","Queensland",-17.106801,145.326111
"Livistona rigida","Queensland",-18.723504,138.476198
"Emmenosperma cunninghamii","Queensland",-17.340129,146.00943
"Baloghia parviflora","Queensland",-16.458333,145.208333
"Storckiella australiensis","Queensland",-16.146526,145.444162
"Acronychia laevis","Queensland",-14.590144,144.592774
"Gouania exilis","Queensland",-12.756827,143.25945
"Desmodium rhytidophyllum","Queensland",-17.090131,145.509437
"Helicia nortoniana","Queensland",-17.573463,145.75944
"Eucalyptus melanophloia","Queensland",-17.423467,145.092777
"Leptospermum polygalifolium","Queensland",-22.840088,150.676072
"Acacia torulosa","Queensland",-15.558333,144.441667
"Apodytes brachystylis","Queensland",-16.458333,145.208333
"Chionanthus ramiflorus","Queensland",-14.590144,144.592774
"Asteromyrtus symphyocarpa","Queensland",-13.673489,143.342786
"Atractocarpus fitzalanii","Queensland",-16.473471,145.176106
"Geijera salicifolia","Queensland",-16.02347,145.342773
"Aglaomorpha sparsisora","Queensland",-16.641667,145.558333
"Rhizophora stylosa","Queensland",-27.406736,153.142728
"Elaeocarpus carbinensis","Queensland",-16.456804,145.209439
"Dentella repens","Queensland",-26.473403,153.109387
"Garuga floribunda","Queensland",-14.590144,144.592774
"Acacia acradenia","Queensland",-19.573496,139.376196
"Sprengelia sprengelioides","Queensland",-22.840088,150.676072
"Petalostigma pubescens","Queensland",-17.973484,141.876153
"Alphitonia excelsa","Queensland",-12.756827,143.25945
"Cinnamomum baileyanum","Queensland",-13.673489,143.342786
"Haplopteris elongata","Queensland",-12.756827,143.25945
"Melastoma cyanoides","Queensland",-17.340129,146.00943
"Ripogonum album","Queensland",-16.573469,145.276108
"Trentepohlia peruana","Queensland",-16.090137,145.492773
"Ganophyllum falcatum","Queensland",-16.090137,145.176106
"Cryptocarya vulgaris","Queensland",-18.006792,146.076105
"Psychotria simmondsiana","Queensland",-27.240073,152.759402
"Coelospermum decipiens","Queensland",-12.590161,143.342783
"Eucalyptus melanophloia","Queensland",-26.54011,146.209498
"Cupaniopsis flagelliformis","Queensland",-17.756797,145.559441
"Solanum aviculare","New South Wales",-28.256741,152.492753
"Planchonella myrsinodendron","Queensland",-16.02347,145.342773
"Notelaea microcarpa","Queensland",-20.173449,146.759444
"Eucalyptus tindaliae","Queensland",-16.923467,145.592768
"Beilschmiedia peninsularis","Queensland",-13.673489,143.342786
"Oplismenus burmanni","Queensland",-9.923511,144.042753
"Brachypterum involutum","Queensland",-27.473406,152.876069
"Triunia montana","Queensland",-17.256798,145.842771
"Flindersia bourjotiana","Queensland",-17.340129,146.00943
"Chionanthus sleumeri","Queensland",-17.256798,145.842771
"Symplocos cyanocarpa","Queensland",-15.823472,145.29277
"Wilkiea angustifolia","Queensland",-17.59013,145.726107
"Gratiola pedunculata","Queensland",-27.540068,153.059399
"Musgravea heterophylla","Queensland",-17.340129,146.00943
"Ricinocarpos ledifolius","Queensland",-20.173449,146.759444
"Cyanthillium cinereum","Queensland",-17.390134,145.392777
"Cryptocarya angulata","Queensland",-16.458333,145.208333
"Eucalyptus tereticornis","Queensland",-27.506738,152.926073
"Eucalyptus pruinosa","Queensland",-17.890154,141.209491
"Mackinlaya confusa","Queensland",-18.423458,146.259438
"Alectryon connatus","Queensland",-20.090116,146.926111
"Solanum viride","Queensland",-17.323465,145.509437
"Eucalyptus crebra","Queensland",-14.75681,144.842774
"Utricularia uliginosa","Queensland",-27.590068,153.092732
"Hylandia dockrillii","Queensland",-17.340131,145.759437
"Cryptocarya bidwillii","Queensland",-27.240073,152.759402
"Sloanea langii","Queensland",-17.756797,145.559441
"Eucalyptus camaldulensis","Queensland",-20.590134,144.426146
"Eragrostis tenellula","Queensland",-17.973487,141.492825
"Beilschmiedia bancroftii","Queensland",-16.456804,145.109439
"Eucalyptus pachycalyx","Queensland",-17.390134,145.242777
"Oedogonium princeps","Queensland",-23.456792,144.259497
"Xanthostemon chrysanthus","Queensland",-13.740156,143.376119
"Thaumastochloa major","Queensland",-17.890154,141.226158
"Cryptandra armata","Queensland",-26.690089,150.209438
"Backhousia hughesii","Queensland",-17.340129,146.00943
"Cyperus scariosus","Queensland",-27.390069,153.126061
"Allocasuarina littoralis","Queensland",-12.706827,143.342783
"Hibiscus heterophyllus","Queensland",-24.9725,152.183333
"Terminalia oblongata","Queensland",-20.173455,146.009453
"Pilidiostigma tetramerum","Queensland",-15.790139,145.29277
"Glycine tomentella","Queensland",-27.390069,153.126061
"Glycine curvata","Queensland",-17.090131,145.509437
"Gynochthodes jasminoides","Queensland",-26.79007,153.142724
"Coelospermum paniculatum","Queensland",-15.282111,145.076972
"Atractocarpus fitzalanii","Queensland",-18.108333,145.975
"Cinnamomum oliveri","Queensland",-13.540156,143.476119
"Hibbertia stirlingii","Queensland",-17.506799,145.009447
"Gynochthodes sessilis","Queensland",-18.423458,146.259438
"Enteropogon ramosus","Queensland",-27.340089,150.326109
"Trentepohlia arborum","Queensland",-18.606792,145.809448
"Aristolochia sparusifolia","Queensland",-16.458333,145.208333
"Smilax australis","Queensland",-17.090131,145.592771
"Acacia fasciculifera","Queensland",-20.173449,146.759444
"Wilkiea angustifolia","Queensland",-15.790138,145.29277
"Amorphospermum antilogum","Queensland",-20.173449,146.759444
"Eucalyptus leptophleba","Queensland",-16.673469,145.259442
"Trentepohlia rigidula","Queensland",-18.956789,146.192776
"Hypoestes floribunda","Queensland",-20.090116,146.926111
"Eucalyptus melanophloia","Queensland",-20.173449,146.759444
"Cleistanthus apodus","Queensland",-15.090139,145.176102
"Asteromyrtus lysicephala","Queensland",-12.756827,143.176116
"Elaeocarpus obovatus","Queensland",-17.756797,145.559441
"Zygogynum queenslandianum","Queensland",-16.435693,145.219995
"Sarcopteryx acuminata","Queensland",-15.823472,145.309437
"Sticherus flabellatus","Queensland",-16.440137,145.259439
"Pitaviaster haplophyllus","Queensland",-16.458333,145.208333
"Grevillea pteridifolia","Queensland",-20.756796,145.176133
"Wendlandia connata","Queensland",-16.440137,145.259439
"Potamogeton ochreatus","Queensland",-27.513889,152.354167
"Cordyline cannifolia","Queensland",-15.790138,145.29277
"Asplenium parvum","Queensland",-16.440137,145.259439
"Acacia lysiphloia","Queensland",-19.60683,139.376196
"Smilax glyciphylla","Queensland",-26.056736,153.09272
"Trentepohlia arborum","Queensland",-18.606792,145.809448
"Piper hederaceum","Queensland",-15.790138,145.29277
"Melanococca tomentosa","Queensland",-17.340129,146.00943
"Bursaria tenuifolia","Queensland",-14.923476,145.092767
"Uromyrtus metrosideros","Queensland",-17.256798,145.842771
"Mischocarpus exangulatus","Queensland",-16.106804,145.459439
"Ceodes umbellata","Queensland",-16.02347,145.342773
"Corymbia bloxsomei","Queensland",-25.956751,151.142745
"Ryparosa kurrangii","Queensland",-16.17347,145.426106
"Lobelia quadrangularis","Queensland",-22.923422,150.709405
"Hibbertia longifolia","Queensland",-17.390134,145.392777
"Endiandra longipedicellata","Queensland",-15.149444,145.092778
"Timonius timon","Queensland",-12.756827,143.25945
"Dianella bambusifolia","Queensland",-16.090137,145.459439
"Zieria montana","Queensland",-28.280556,152.691944
"Hollandaea sayeriana","Queensland",-17.340131,145.759437
"Apodytes brachystylis","Queensland",-17.423465,145.759437
"Acacia brunioides","Queensland",-28.290071,152.709411
"Lomandra banksii","Queensland",-14.340149,144.42611
"Eleocharis dulcis","Queensland",-27.390069,153.126061
"Clerodendrum longiflorum","Queensland",-14.923476,145.092767
"Eucalyptus tereticornis","Queensland",-28.140074,152.35942
"Oreogrammitis wurunuran","Queensland",-16.440137,145.259439
"Sporobolus elongatus","Queensland",-25.673419,150.876087
"Niemeyera prunifera","Queensland",-17.173465,145.592771
"Fimbristylis cinnamometorum","Queensland",-26.573403,153.092724
"Lindsayomyrtus racemoides","Queensland",-16.17347,145.426106
"Croton arnhemicus","Queensland",-17.173469,144.592784
"Antidesma erostre","Queensland",-16.02347,145.342773
"Mischocarpus exangulatus","Queensland",-16.573469,145.276108
"Entolasia stricta","Queensland",-26.056736,153.059387
"Eucalyptus cullenii","Queensland",-16.558333,145.158333
"Sphalmium racemosum","Queensland",-16.456804,145.209439
"Sersalisia sericea","Queensland",-12.756827,143.25945
"Pleioluma xerocarpa","Queensland",-16.02347,145.342773
"Galbulimima belgraveana","Queensland",-17.290134,145.476111
"Austroblechnum patersonii","Queensland",-16.440137,145.259439
"Casearia dallachii","Queensland",-16.02347,145.342773
"Petalostigma banksii","Queensland",-20.423461,145.592793
"Eucalyptus chartaboma","Queensland",-16.756806,144.092786
"Elaeocarpus obovatus","Queensland",-27.390069,153.126061
"Myrsine porosa","Queensland",-16.473471,145.176106
"Printzina effusa","Queensland",-16.440137,145.276106
"Trentepohlia peruana","Queensland",-17.356798,145.942771
"Corymbia grandifolia","Queensland",-17.94015,141.79282
"Bridelia insulana","Queensland",-12.840161,143.342783
"Cinnamomum baileyanum","Queensland",-13.540156,143.476119
"Phyllanthus hypospodius","Queensland",-16.106804,145.459439
"Ficus rubiginosa","Queensland",-27.390069,153.126061
"Eucalyptus camaldulensis","Queensland",-17.423467,145.176111
"Eucalyptus cullenii","Queensland",-17.423467,145.009444
"Mallotus mollissimus","Queensland",-15.173473,145.092769
"Corymbia abergiana","Queensland",-17.340134,145.426111
"Mallotus polyadenos","Queensland",-16.02347,145.342773
"Parvocaulis parvulus","Queensland",-23.856743,152.376054
"Eucalyptus brassiana","Queensland",-15.090139,145.176102
"Blepharocarya involucrigera","Queensland",-15.090139,145.259436
"Podocarpus grayae","Queensland",-18.273458,146.242772
"Terminalia aridicola","Queensland",-19.39016,139.70952
"Cissus hastata","Queensland",-16.1325,145.452778
"Helicia nortoniana","Queensland",-15.823472,145.29277
"Cordyline cannifolia","Queensland",-17.323465,145.509437
"Cartonema spicatum","Queensland",-17.090131,145.509437
"Eustrephus latifolius","Queensland",-16.840133,145.609434
"Lomandra hystrix","Queensland",-27.525,152.741667
"Oryza rufipogon","Queensland",-14.256815,144.42611
"Callistemon pachyphyllus","Queensland",-25.073414,152.259392
"Endiandra sideroxylon","Queensland",-17.756797,145.559441
"Beilschmiedia obtusifolia","Queensland",-12.840161,143.342783
"Terminalia canescens","Queensland",-18.540155,140.659504
"Machaerina rubiginosa","Queensland",-27.540068,153.109399
"Chionanthus axillaris","Queensland",-19.006789,146.259444
"Larsenaikia ochreata","Queensland",-15.075,145.125
"Cryptocarya laevigata","Queensland",-27.05674,152.709402
"Polyalthia patinata","Queensland",-17.340129,146.00943
"Dichapetalum papuanum","Queensland",-16.02347,145.342773
"Cinnamomum propinquum","Queensland",-17.256798,145.859437
"Fimbristylis nutans","Queensland",-26.473403,153.109387
"Welchiodendron longivalve","Queensland",-12.756827,143.25945
"Lomandra filiformis","Queensland",-18.423458,146.259438
"Alsophila rebeccae","Queensland",-13.673489,143.342786
"Adiantum atroviride","Queensland",-24.9725,152.182778
"Ficus copiosa","Queensland",-16.02347,145.342773
"Corymbia dichromophloia","Queensland",-19.640163,139.476196
"Niemeyera discolor","Queensland",-16.458333,145.208333
"Syzygium moorei","Queensland",-28.090067,153.342737
"Pomaderris tropica","Queensland",-17.123465,145.792771
"Eucalyptus cullenii","Queensland",-16.330556,144.709167
"Idiospermum australiense","Queensland",-16.189582,145.413884
"Najas tenuifolia","Queensland",-27.390069,153.126061
"Dodonaea platyptera","Queensland",-17.973484,141.509486
"Corymbia intermedia","Queensland",-18.440125,146.026105
"Eucalyptus acmenoides","Queensland",-16.940133,145.859434
"Diospyros humilis","Queensland",-20.090116,146.926111
"Neosepicaea jucunda","Queensland",-17.756797,145.559441
